Cluster1	*	*	*	*	*	*	*	*	*	*	*	*
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	191	18.8921859545	1.268822773e-44	NM_001204199, NM_016141, NM_001349, NM_006010, NM_006527, NM_002013, NM_031372, NM_020532, NM_016001, NM_016333, NM_004477, NM_001008661, NM_023012, NM_146388, NM_001318844, NM_001286272, NM_020143, NM_206855, NM_001330698, NM_001159677, NM_007245, NM_001291476, NM_006938, NM_001001973, NM_001079559, NM_006196, NM_003348, NM_016132, NM_015014, NM_003136, NM_198486, NM_014018, NM_007043, NM_024098, NM_001331017, NM_022170, NM_016652, NM_054016, NM_004094, NM_001257293, NM_005926, NM_003750, NM_001291869, NM_001114093, NM_033107, NM_033109, NM_025065, NM_020865, NM_203298, NM_182640, NM_024321, NM_001303448, NM_014740, NM_017633, NM_032390, NM_014891, NM_002140, NM_030917, NM_199360, NM_014886, NM_133452, NM_001102398, NM_000100, NM_139215, NM_006713, NM_003093, NM_138444, NM_032288, NM_014230, NM_203288, NM_182961, NM_004134, NM_080794, NM_014753, NM_001267864, NM_031266, NM_006597, NM_006305, NM_138386, NM_002129, NM_017952, NM_004343, NM_017816, NM_019042, NM_001655, NM_005850, NM_006808, NM_004450, NM_001293, NM_016836, NM_001970, NM_001317975, NM_018983, NM_006706, NM_005455, NM_001172438, NM_001282759, NM_014597, NM_003201, NM_182976, NM_019554, NM_007104, NM_005381, NM_001201338, NM_030934, NM_001019, NM_001256510, NM_001012, NM_014463, NM_032864, NM_001256910, NM_006387, NM_005105, NM_016038, NM_001969, NM_001159936, NM_031243, NM_016037, NM_015462, NM_021239, NM_001008388, NM_002265, NM_001127192, NM_001762, NM_017838, NM_031844, NM_004630, NM_015939, NM_004397, NM_015938, NM_005968, NM_001024, NM_004398, NM_001037637, NM_014878, NM_016101, NM_015169, NM_020198, NM_194259, NM_001281297, NM_012321, NM_002759, NM_002375, NM_003165, NM_014649, NM_018921, NM_001322437, NM_001034194, NM_016359, NM_020706, NM_021038, NM_006761, NM_005877, NM_018237, NM_012479, NM_015138, NM_004699, NM_001323623, NM_021177, NM_007165, NM_006559, NM_033082, NM_001746, NM_001313893, NM_015484, NM_014077, NM_007375, NM_000937, NM_001130007, NM_014175, NM_001104546, NM_016488, NM_001078166, NM_005016, NM_006947, NM_001419, NM_182679, NM_006743, NM_005313, NM_031370, NM_005022, NM_015891, NM_006256, NM_013242, NM_024811, NM_022100, NM_206825, NM_015950, NM_007178, NM_006546, NM_145690	940	1081	15720	2.9548290589899997	1.1381340273799999e-41	1.1381340273799999e-41	1.97692001293e-41
GOTERM_MF_DIRECT	GO:0005515~protein binding	677	66.9634025717	3.02761302977e-33	NM_016141, NM_002294, NM_002489, NM_025069, NM_001303047, NM_198527, NM_005339, NM_002592, NM_002593, NM_001330499, NM_006342, NM_001134999, NM_001286272, NM_001516, NM_015895, NM_002389, NM_001514, NM_001330351, NM_000271, NM_017520, NM_145341, NM_002497, NM_001330069, NM_007043, NM_080677, NM_138363, NM_005085, NM_024098, NM_005347, NM_016652, NM_001172646, NM_001007026, NM_001257293, NM_058216, NM_001042549, NM_004356, NM_017670, NM_016126, NM_025065, NM_001251830, NM_032731, NM_001080791, NM_006216, NM_001135752, NM_017633, NM_001134779, NM_005783, NM_018126, NM_001306147, NM_004331, NM_001278199, NM_001199671, NM_001809, NM_005775, NM_139215, NM_001282604, NM_002268, NM_001258438, NM_001127322, NM_006496, NM_006493, NM_182961, NM_006597, NM_001004, NM_006305, NM_138386, NM_004343, NM_058243, NM_005065, NM_006312, NM_004336, NM_001286050, NM_001198525, NM_016836, NM_016106, NM_000118, NM_002480, NM_005470, NM_001172438, NM_001145777, NM_138335, NM_182976, NM_019554, NM_007104, NM_005381, NM_016520, NM_013341, NM_001136200, NM_015562, NM_004308, NM_032864, NM_001172895, NM_001002296, NM_006387, NM_016038, NM_005578, NM_016037, NM_007212, NM_006570, NM_001146214, NM_001313943, NM_016406, NM_001198783, NM_001172567, NM_002264, NM_002265, NM_001762, NM_052951, NM_006425, NM_001320973, NM_005398, NM_005765, NM_020319, NM_002358, NM_002357, NM_017426, NM_016410, NM_024831, NM_000346, NM_006565, NM_015409, NM_002374, NM_002375, NM_176818, NM_001271779, NM_001034194, NM_032601, NM_016169, NM_001308116, NM_016060, NM_016359, NM_007038, NM_176812, NM_005877, NM_006265, NM_006360, NM_006366, NM_007219, NM_020806, NM_006559, NM_001237, NM_000143, NM_033082, NM_001746, NM_181352, NM_001308007, NM_001320263, NM_016059, NM_006452, NM_173834, NM_016154, NM_020714, NM_017510, NM_001288726, NM_001101, NM_024814, NM_006256, NM_024811, NM_001320910, NM_001258376, NM_004101, NM_138336, NM_006546, NM_021202, NM_001243351, NM_002013, NM_014624, NM_001162429, NM_002901, NM_152902, NM_006288, NM_005915, NM_005917, NM_015423, NM_002709, NM_002505, NM_001330698, NM_007247, NM_018704, NM_001144944, NM_007245, NM_007243, NM_005721, NM_002317, NM_001167942, NM_206915, NM_002105, NM_001311313, NM_002106, NM_005729, NM_002915, NM_014633, NM_022170, NM_054016, NM_019080, NM_002715, NM_001850, NM_002717, NM_005926, NM_001286746, NM_005920, NM_001114091, NM_002858, NM_018178, NM_014607, NM_014740, NM_001990, NM_005171, NM_032390, NM_001178032, NM_014604, NM_002140, NM_000599, NM_001144822, NM_001254752, NM_001267045, NM_007124, NM_006793, NM_152726, NM_001305626, NM_000194, NM_015634, NM_000454, NM_032286, NM_032288, NM_001013699, NM_001267864, NM_032796, NM_002129, NM_022474, NM_033138, NM_007271, NM_005850, NM_002737, NM_001304349, NM_002835, NM_007274, NM_001293, NM_001970, NM_007278, NM_001012426, NM_018983, NM_033238, NM_002947, NM_021249, NM_001286974, NM_001145306, NM_014764, NM_001330454, NM_014765, NM_001270952, NM_018944, NM_022346, NM_001201338, NM_003925, NM_001019, NM_007285, NM_002803, NM_003968, NM_001329495, NM_001256012, NM_021632, NM_015055, NM_007280, NM_005105, NM_001969, NM_015462, NM_032177, NM_152267, NM_003290, NM_021239, NM_014051, NM_005038, NM_001142368, NM_005236, NM_001951, NM_005047, NM_031844, NM_005968, NM_001037637, NM_014878, NM_002811, NM_002154, NM_176783, NM_001958, NM_014641, NM_000088, NM_001145454, NM_005131, NM_003165, NM_014649, NM_015355, NM_001277224, NM_001322437, NM_001114752, NM_001142353, NM_144723, NM_005030, NM_001012267, NM_005228, NM_145799, NM_001330536, NM_001949, NM_001182, NM_007165, NM_021219, NM_020375, NM_001030006, NM_002979, NM_015484, NM_014077, NM_007375, NM_015344, NM_005805, NM_014175, NM_001104546, NM_005016, NM_003979, NM_014999, NM_001046, NM_002577, NM_005022, NM_015891, NM_018158, NM_003168, NM_144716, NM_145690, NM_007178, NM_144609, NM_024348, NM_031372, NM_001330727, NM_203472, NM_001078173, NM_194279, NM_003255, NM_003254, NM_001289797, NM_017906, NM_002874, NM_001321571, NM_017909, NM_206855, NM_012456, NM_003630, NM_006196, NM_003348, NM_003136, NM_001318499, NM_000610, NM_203462, NM_001276471, NM_002668, NM_021999, NM_004094, NM_001324318, NM_003750, NM_145716, NM_198390, NM_033107, NM_033109, NM_003336, NM_001042697, NM_003338, NM_022735, NM_001142761, NM_002799, NM_182640, NM_024321, NM_001003676, NM_001303448, NM_002794, NM_182645, NM_001102396, NM_002074, NM_002695, NM_032336, NM_017824, NM_030917, NM_019106, NM_003099, NM_002069, NM_015384, NM_003095, NM_001102398, NM_001008491, NM_006713, NM_003093, NM_012175, NM_022909, NM_003130, NM_003659, NM_003860, NM_004708, NM_021970, NM_003118, NM_004707, NM_203342, NM_001137552, NM_001099402, NM_031266, NM_001143827, NM_017811, NM_006888, NM_001083962, NM_053024, NM_017816, NM_004502, NM_014426, NM_015392, NM_015994, NM_006606, NM_006600, NM_002790, NM_006083, NM_003315, NM_004507, NM_002793, NM_006990, NM_001199163, NM_014041, NM_006706, NM_003314, NM_003870, NM_006833, NM_032352, NM_003203, NM_003201, NM_001174097, NM_001777, NM_001130862, NM_145803, NM_020961, NM_004738, NM_018290, NM_012394, NM_014911, NM_015906, NM_015905, NM_001256510, NM_012197, NM_014712, NM_006055, NM_001142502, NM_001256910, NM_053041, NM_001318240, NM_031243, NM_003483, NM_014902, NM_006826, NM_004622, NM_138714, NM_001008388, NM_001320687, NM_002766, NM_014302, NM_001127192, NM_018890, NM_002768, NM_006965, NM_006769, NM_001206651, NM_001792, NM_004630, NM_006166, NM_032208, NM_053050, NM_001113546, NM_001378, NM_001201536, NM_015169, NM_003794, NM_004888, NM_020198, NM_006665, NM_194259, NM_001321513, NM_001281297, NM_006857, NM_006660, NM_003047, NM_002759, NM_032476, NM_021038, NM_006761, NM_006178, NM_012479, NM_138408, NM_020699, NM_015138, NM_001166108, NM_006861, NM_015965, NM_021177, NM_172373, NM_178582, NM_020993, NM_013236, NM_021930, NM_001105214, NM_012473, NM_006947, NM_006743, NM_178578, NM_001318236, NM_015918, NM_031370, NM_015913, NM_012082, NM_001037494, NM_001130849, NM_001398, NM_206825, NM_001282437, NM_012086, NM_001276319, NM_001349, NM_006527, NM_024292, NM_004162, NM_004781, NM_004161, NM_004782, NM_001318012, NM_001297576, NM_000700, NM_020532, NM_006016, NM_006015, NM_020675, NM_004477, NM_013232, NM_004685, NM_146388, NM_001105206, NM_000310, NM_001318844, NM_005402, NM_001688, NM_006530, NM_001159677, NM_025160, NM_006938, NM_145901, NM_018462, NM_001333, NM_004468, NM_001331017, NM_212471, NM_004664, NM_001677, NM_001291869, NM_001539, NM_000304, NM_001242673, NM_024548, NM_001080508, NM_001530, NM_020865, NM_001010844, NM_203298, NM_178335, NM_019059, NM_018477, NM_004663, NM_017969, NM_001039697, NM_006135, NM_004045, NM_001206841, NM_016302, NM_006913, NM_006915, NM_003799, NM_001252039, NM_001320329, NM_003795, NM_014230, NM_203288, NM_019044, NM_004589, NM_025146, NM_004134, NM_006519, NM_001185077, NM_012238, NM_004130, NM_001024688, NM_001660, NM_001039091, NM_005659, NM_017952, NM_024529, NM_006808, NM_004450, NM_017444, NM_005455, NM_130809, NM_005645, NM_001324288, NM_003404, NM_005507, NM_018206, NM_001321731, NM_001256410, NM_014463, NM_001290184, NM_207043, NM_001202858, NM_004264, NM_012102, NM_001123355, NM_004440, NM_017841, NM_014445, NM_004528, NM_024591, NM_001277764, NM_017838, NM_014248, NM_004397, NM_018221, NM_012112, NM_001007559, NM_004255, NM_016101, NM_004048, NM_001079839, NM_017592, NM_004181, NM_012321, NM_030571, NM_031412, NM_001265589, NM_001320, NM_001321, NM_001429, NM_001031689, NM_030579, NM_004184, NM_001317034, NM_172230, NM_018237, NM_005324, NM_001024948, NM_017583, NM_022756, NM_005610, NM_024667, NM_001415, NM_001313893, NM_000937, NM_001130007, NM_016484, NM_001098512, NM_016488, NM_183013, NM_001078166, NM_016485, NM_019006, NM_001270439, NM_001419, NM_182679, NM_003574, NM_001184985, NM_005313, NM_018246, NM_014367, NM_001291303, NM_001319157, NM_014369, NM_001695, NM_012135, NM_001694, NM_014573, NM_001696	940	8412	15720	1.34590402768	2.7157688877099996e-30	1.3578844438499998e-30	4.71724571574e-30
GOTERM_MF_DIRECT	GO:0098641~cadherin binding involved in cell-cell adhesion	51	5.04451038576	2.75271248396e-12	NM_004161, NM_000700, NM_020532, NM_003404, NM_001277224, NM_005783, NM_004738, NM_006135, NM_176812, NM_006761, NM_001278199, NM_002140, NM_013341, NM_003099, NM_005228, NM_001008491, NM_004308, NM_001142502, NM_001206541, NM_007245, NM_018685, NM_015055, NM_001969, NM_006196, NM_001024948, NM_001415, NM_001137552, NM_020992, NM_006452, NM_006597, NM_022170, NM_005347, NM_001206651, NM_003574, NM_003979, NM_001839, NM_014426, NM_002577, NM_033138, NM_007271, NM_004397, NM_005022, NM_006600, NM_006256, NM_006990, NM_001113546, NM_016410, NM_005470, NM_001258376, NM_145690, NM_003870	940	281	15720	3.0352086015	2.4691602096299997e-09	8.230534032089998e-10	4.2888914642e-09
GOTERM_MF_DIRECT	GO:0003723~RNA binding	69	6.82492581602	4.1830041936699994e-10	NM_005455, NM_001130862, NM_007104, NM_146388, NM_005381, NM_030934, NM_001019, NM_014712, NM_014463, NM_206855, NM_001330698, NM_001159677, NM_006938, NM_006387, NM_005105, NM_006196, NM_012311, NM_145341, NM_031243, NM_032177, NM_004622, NM_016652, NM_022170, NM_054016, NM_001257293, NM_017838, NM_031844, NM_004630, NM_005968, NM_003750, NM_001242673, NM_004398, NM_033109, NM_025065, NM_016101, NM_005131, NM_001034194, NM_001322437, NM_032390, NM_015355, NM_015453, NM_021038, NM_002140, NM_144723, NM_005877, NM_003095, NM_001102398, NM_003799, NM_021177, NM_006559, NM_001258438, NM_080794, NM_007375, NM_031266, NM_001104546, NM_138386, NM_001078166, NM_005016, NM_019042, NM_001419, NM_006743, NM_032120, NM_031370, NM_001289103, NM_016836, NM_015950, NM_001970, NM_001276319, NM_006546	940	513	15720	2.24934677118	3.7521538343e-07	9.380385901369999e-08	6.517430484189999e-07
GOTERM_MF_DIRECT	GO:0003697~single-stranded DNA binding	22	2.17606330366	1.79467530039e-08	NM_002947, NM_001313893, NM_031372, NM_000700, NM_000946, NM_004622, NM_002696, NM_001130862, NM_001127192, NM_002129, NM_002140, NM_005915, NM_058216, NM_005236, NM_001256510, NM_002874, NM_145716, NM_006713, NM_016836, NM_015138, NM_006196, NM_004805	940	85	15720	4.32841051314	1.6098107984999998e-05	3.21964232908e-06	2.79623689203e-05
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	21	2.07715133531	2.48410678585e-06	NM_002622, NM_001746, NM_004134, NM_006660, NM_025196, NM_030815, NM_014765, NM_006597, NM_005347, NM_054016, NM_004343, NM_012394, NM_001762, NM_001171155, NM_172230, NM_006600, NM_001539, NM_006088, NM_006915, NM_001282604, NM_003314	940	103	15720	3.4096261103099996	0.00222576585601	0.00037130547480199996	0.0038703525727300002
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	42	4.15430267062	3.68452897569e-06	NM_024321, NM_001282759, NM_031372, NM_014649, NM_001322437, NM_032390, NM_020706, NM_005381, NM_001201338, NM_005340, NM_014712, NM_133452, NM_001102398, NM_139215, NM_000194, NM_001159677, NM_005105, NM_004805, NM_016132, NM_031243, NM_015014, NM_080794, NM_001071, NM_001267864, NM_007375, NM_021239, NM_031266, NM_022170, NM_054016, NM_001078166, NM_001419, NM_006743, NM_001257293, NM_032120, NM_005850, NM_005968, NM_031370, NM_001291869, NM_032593, NM_024811, NM_016836, NM_006546	940	322	15720	2.18131359852	0.00329957298494	0.000472035496165	0.005740615291789999
GOTERM_MF_DIRECT	GO:0031625~ubiquitin protein ligase binding	37	3.6597428288800002	1.05990659813e-05	NM_194259, NM_004181, NM_001310326, NM_178335, NM_031412, NM_145803, NM_005339, NM_006761, NM_015562, NM_007285, NM_005402, NM_005228, NM_017520, NM_003348, NM_006570, NM_004134, NM_003342, NM_000937, NM_178582, NM_017811, NM_006597, NM_001320687, NM_005347, NM_004343, NM_005016, NM_212471, NM_014248, NM_001304349, NM_001539, NM_017670, NM_001320973, NM_003336, NM_001694, NM_001530, NM_007278, NM_033238, NM_145690	940	279	15720	2.21779913063	0.009462360014	0.00118772067207	0.0165128551278
GOTERM_MF_DIRECT	GO:0046933~proton-transporting ATP synthase activity, rotational mechanism	8	0.7912957467849999	1.11756162039e-05	NM_006476, NM_001687, NM_001688, NM_006356, NM_001694, NM_001001973, NM_001183, NM_001190329	940	15	15720	8.91914893617	0.009974505089709998	0.00111322254648	0.017411020556599998
GOTERM_MF_DIRECT	GO:0008022~protein C-terminus binding	26	2.57171117705	3.57253112843e-05	NM_006486, NM_014641, NM_001318012, NM_005645, NM_182645, NM_003404, NM_001429, NM_014604, NM_005381, NM_015384, NM_006793, NM_006530, NM_001202858, NM_003860, NM_012238, NM_006826, NM_016484, NM_001320687, NM_001083962, NM_016485, NM_001277764, NM_002715, NM_005236, NM_001677, NM_001037494, NM_001282437	940	173	15720	2.51334399213	0.0315381392828	0.00319948835895	0.0556481903582
-	-	-	-	-	-	-	-	-	-	-	-	-
KEGG_PATHWAY	hsa03040:Spliceosome	34	3.36300692384	1.30908669137e-11	NM_005131, NM_006857, NM_001282759, NM_012321, NM_014740, NM_144723, NM_002140, NM_001318844, NM_005877, NM_014463, NM_003095, NM_003093, NM_032864, NM_006938, NM_006387, NM_005105, NM_021177, NM_006196, NM_007165, NM_016059, NM_015484, NM_021239, NM_031287, NM_006597, NM_016652, NM_054016, NM_001078166, NM_005850, NM_031844, NM_005968, NM_015891, NM_006425, NM_144716, NM_006706	452	126	6447	3.848820059	3.22035198508e-09	3.22035198508e-09	1.69631197977e-08
KEGG_PATHWAY	hsa00190:Oxidative phosphorylation	25	2.4727992087	1.48145563876e-06	NM_004888, NM_002489, NM_006476, NM_001168331, NM_176869, NM_004546, NM_001190329, NM_014402, NM_004374, NM_001254752, NM_015994, NM_001687, NM_004553, NM_001688, NM_006356, NM_002490, NM_022126, NM_004255, NM_001695, NM_015965, NM_001694, NM_001001973, NM_001183, NM_001696, NM_006830	452	118	6447	3.0218801559900004	0.000364371957483	0.00018220257763099999	0.00191965148311
KEGG_PATHWAY	hsa03060:Protein export	10	0.989119683482	8.1052597468e-06	NM_001204199, NM_014230, NM_003136, NM_021928, NM_006808, NM_033280, NM_005347, NM_014041, NM_014302, NM_006947	452	22	6447	6.483306516490001	0.00199191547624	0.00066441317251	0.010502277151500001
KEGG_PATHWAY	hsa03050:Proteasome	13	1.2858555885299998	2.46752821222e-05	NM_002799, NM_002794, NM_001271779, NM_005805, NM_178578, NM_001267045, NM_002807, NM_002803, NM_002790, NM_002811, NM_002793, NM_176783, NM_001199163	452	43	6447	4.31215270632	0.0060518078866800004	0.00151639767897	0.031969484923
KEGG_PATHWAY	hsa05016:Huntington's disease	28	2.76953511375	9.63417259022e-05	NM_002489, NM_003201, NM_002696, NM_002695, NM_001429, NM_194071, NM_001190329, NM_001254752, NM_001687, NM_001688, NM_002490, NM_000454, NM_015965, NM_001001973, NM_004805, NM_001030006, NM_001168331, NM_000937, NM_000636, NM_005729, NM_004546, NM_001172646, NM_014402, NM_004374, NM_004553, NM_006356, NM_004255, NM_006830	452	178	6447	2.24366113155	0.023422538635900002	0.004729024047060001	0.124767610349
KEGG_PATHWAY	hsa04962:Vasopressin-regulated water reabsorption	12	1.1869436201799999	0.00010198447980299999	NM_016141, NM_004162, NM_006571, NM_001185077, NM_001304349, NM_006178, NM_080677, NM_004663, NM_001252039, NM_001037494, NM_001378, NM_194071	452	42	6447	4.07522123894	0.0247773366796	0.0041728462842899995	0.132070818618
KEGG_PATHWAY	hsa05110:Vibrio cholerae infection	13	1.2858555885299998	0.000152694951151	NM_004888, NM_014302, NM_015994, NM_001046, NM_006808, NM_002737, NM_001101, NM_001304349, NM_001695, NM_006801, NM_001694, NM_001183, NM_001696	452	51	6447	3.63573659552	0.036868983536199995	0.005352172401060001	0.19768139963
KEGG_PATHWAY	hsa05012:Parkinson's disease	22	2.17606330366	0.000168914069715	NM_004181, NM_006496, NM_002489, NM_001168331, NM_003342, NM_005729, NM_004546, NM_001190329, NM_014402, NM_004374, NM_001254752, NM_002069, NM_001304349, NM_001687, NM_004553, NM_001688, NM_006356, NM_002490, NM_004255, NM_015965, NM_001001973, NM_006830	452	127	6447	2.47080342833	0.0407047425932	0.005181078046770001	0.218657737134
KEGG_PATHWAY	hsa04144:Endocytosis	32	3.1651829871399997	0.000325719973668	NM_004162, NM_021249, NM_001324288, NM_004663, NM_001162429, NM_145803, NM_006135, NM_018206, NM_176812, NM_001278199, NM_003099, NM_001281439, NM_005228, NM_030978, NM_001252039, NM_001206541, NM_001172895, NM_006861, NM_003795, NM_024667, NM_001313943, NM_001030006, NM_006597, NM_024591, NM_001270439, NM_016485, NM_001206651, NM_014426, NM_016410, NM_033238, NM_001258376, NM_003794	452	232	6447	1.96734818431	0.0770130339399	0.0088649355537	0.421246571446
KEGG_PATHWAY	hsa04114:Oocyte meiosis	18	1.7804154302700002	0.00151334308144	NM_002715, NM_014248, NM_004336, NM_005030, NM_001304349, NM_002709, NM_001321571, NM_001305626, NM_012479, NM_006826, NM_003404, NM_001114091, NM_002358, NM_001002244, NM_006888, NM_001142353, NM_006761, NM_145690	452	110	6447	2.33399034594	0.311034704115	0.0365709559611	1.9433423612
-	-	-	-	-	-	-	-	-	-	-	-	-
Cluster4	*	*	*	*	*	*	*	*	*	*	*	*
